Word	POS	BNC Rank	Google Rank	IPA	Conjugations	Synonyms	Arabic	Chinese	German	Greek	English	French	Italian	Japanese	Korean	Dutch	Portuguese	Russian	Spanish	Swedish	Thai	Turkish
execute	v.	18317	6858	ˈɛksəkyˌut	executes executed executing	accomplish finish kill effect implement complete perform	قضى, نفذ, جرى, نجز, أعدم, أدى, عزف, جرى ما هو ضرورى, مارس	N/A	ausführen, in die Tat umsetzen; exekutieren, umbringen; in Anwesenheit eines Zeugen unterzeichnen; nach Abmachungen und Konditionen ausführen (Recht); ein Computerprogramm laufen lassen, ein Computerprogramm verarbeiten (Computer)	εκτελώ, θανατώνω	perform, carry out, put into practice; put to death; sign in the presence of witnesses; carry out according to terms and conditions (Law); run a computer program, process a computer program (Computers)	accomplir; mettre en place, effectuer, exécuter; exécuter (un criminel); faire démarrer un logiciel, mettre en marche un programme informatique (Informatique)	eseguire, attuare, mettere in atto, realizzare; giustiziare, mettere a morte; firmare in presenza di testimoni; eseguire in base a norme e condizioni (legge); eseguire un programma informatico (inform.)	実行する; 死刑を執行する; 証人の前で署名する; 条件と状態によって履行する（法律）; プログラムを実行する（コンピュータ）	실행하다, 집행하다; 사형을 집행하다	uitvoeren; executeren, in praktijk brengen; in aanwezigheid van getuigen ondertekenen; uitvoeren volgens bepalingen en voorwaarden (Wet); een computerprogramma in werking stellen, een computerprogramma verwerken (Computers)	executar, agir, por em prática; assinar na presença de testemunhas; executar de acordo com termos e condições (Direito); executar um programa de computador, processar um programa (Informática)	исполнять, выполнять, доводить до конца; казнить, убивать по политическим мотивам; приводить в исполнение; оформлять (документ)	ejecutar, accionar, cumplimentar, efectuar, hacer, llevar a cabo, oficiar, perpetrar, realizar, tramitar, ultimar; ajusticiar, fusilar, pasar por las armas	uträtta; avrätta	N/A	gerçekleştirmek, yapmak, düzenlemek, yerine getirmek, sergilemek, ortaya koymak, idam etmek, infaz etmek
execution	n.	6063	3457	ˌɛksəkyˈuʃən	executions	N/A	إعدام, عمل حاسم, إنجاز, إجراء, تنفيذ, أداء	实行, 完成, 执行, 死刑	Ausführung, Durchführung; Hinrichtung, eine Person nach vorherrschenden Gesetzen ums Leben bringen; Vorgang bei dem ein Computer Anweisungen eines Computerprogramms ausführt (Computer); Vorgang bei dem ein Computerprogramm gelaufen wird (Computer)	εκτέλεση, θανάτωση	accomplishment, putting into practice, putting into effect; putting to death, putting a person to death following and in accordance with a judicial process; process by which a computer performs instructions of a computer program (Computers); process of running a computer program (Computers)	accomplissement; exécution, mise en pratique; mise à mort d'un condamné (après procès), exécution d'un programme, mise en route d'un programme informatique (Informatique)	esecuzione, compimento; realizzazione, attuazione, adempimento; esecuzione, esecuzione di una condanna a morte; esecuzione o attivazione di programma informatico (inform.)	実行, 執行; 死においやること; 死刑執行; プログラムの実行（コンピュータ）; プログラムの処理（コンピュータ）	실행, 집행; 사형 집행	(het) uitvoeren; tot uitvoering brengen; executeren, een persoon doden volgend op en in overeenkomst met een juridisch proces; proces waarbij een computer de instructies van een computerprogramma uitvoert (Computers); proces van verwerking van een computerprogramma	realização; feito; consumação; execução; morte por ordem ou por condenação judicial; processo no qual um computador executa comandos de um programa (Informática); processo de executar uma programação (Informática)	выполнение, исполнение; опустошение; уничтожение, казнь, экзекуция	ejecución, logro; interpretación, ajusticiamiento	utförande, verkställande; avrättning	ิการดำเนินการ การจัดการ, การปฏิบัติการ	sergileme, uygulama, yorum biçimi, yerine getirme, düzenleme, icra, yapma, infaz, idam
exit	n.	8618	3226	ˈɛgzɪt	exits exited exiting	N/A	مخرج, خروج, رحيل, خرج	出口, 退场, 离去, 去世	Ausgang	έξοδος	passage that leads out, point of exit	sortie	uscita	出口; 退出; 退場	출구, 나가는 통로	uitgang	saída	выход; уход; смерть; исчезновение; исход	salida, desembocadero, emigración, mutis, partida	utgång	N/A	çıkış, sahneden çıkma, ölüm
expertise	n.	3688	4015	ˌɛkspɜtˈiz	expertises	N/A	خبرة, تخصص, إطلاع واسع, مهارة	专家意见, 专门技术	Fachkenntniss; Können	πραγματογνωμοσύνη	proficiency, skill; expert opinion	expertise, avis, compétence	expertise, perizia	専門的知識; 専門家の調査報告; 専門家の意見	전문적 기술, 전문적 지식; 전문적인 견해	deskundigheid	especialidade; opinião	специальные знания, знание дела, знания и опыт, компетентность, экспертиза	experticia, habilidad, maña, pericia, profesionalismo, técnica	expertis, sakkunskap; expertutlåtande	ทักษะความรู้, ความคิดเห็นของผู้เชี่ยวชาญ	uzmanlık, ihtisas, ekspertiz, bilirkişi raporu
explicit	adj.	4832	6370	ɪksplˈɪsət	N/A	open exact definite open clear unambiguous graphic specific plain frank unequivocal precise overt uninhibited candid	بين, واضح, صريح, جلي, مشروح, محدد, مفسر	N/A	ausdrücklich, deutlich	σαφής, ρητός, κατηγορηματικός	clear, described in detail, leaving nothing to the imagination	explicite, formel, clair	esplicito, preciso, specifico; netto, categorico; chiaro, franco	明示的な; 腹蔵のない; あからさまな	명백한, 자세하게 설명된, 더이상 설명이 필요 없는	gedetailleerd	explícito	точный, определенный; подробный; искренний, откровенный; явно заданный	explícito, aparente, explanatorio, fehaciente, ostensible, palpable	tydlig	ชัดเจน กระจ่าง, ชัดแจ้ง	açık, belirgin, aşikâr, belli, açık sözlü
explicitly	adv.	6575	8550	ɪksplˈɪsətli	N/A	N/A	N/A	N/A	deutlich	N/A	clearly, in a way which leaves nothing to the imagination, with great detail	explicitement	esplicitamente	明白に	명백하게,솔직하게, 자세히	duidelijk, nadrukkelijk	explicitamente, claramente	N/A	explícitamente, expresamente, profesamente	tydligt	อย่างแน่ชัด อย่างชัดเจน, อย่างแจ่มแจ้ง	N/A
exploit	n.	8245	10263	ˈɛksplˌɔɪt	exploits exploited exploiting	N/A	مأثرة, عمل بطولي	功绩, 勋绩	Tat, Heldentat	ανδραγάθημα	feat, deed, adventure, heroic act	exploit	impresa, prodezza, gesta	英雄的行為; 偉業	공훈, 공적	heldendaad, wapenfeit	proeza, façanha	подвиг	cruzada, gesta, hazaña, proeza	bedrift, bragd	N/A	kahramanlık, yiğitlik, üstün başarı, macera
exponential	adj.	37035	17052	ˌɛkspoʊnˈɛnʃəl	N/A	N/A	N/A	N/A	exponentiell (Algebra)	εκθετικός	pertaining to an exponent (Algebra)	exponentiel (algèbre)	(Mat) esponenziale	指数の; 解説者の; 指数関数的な（代数）	지수의	exponentieel (in algebra)	exponencial (Mat.)	экспоненциальный, показательный	exponencial	exponential- (algebra)	N/A	üsse ait, katsayı ile ilgili
fabric	n.	4373	3981	fˈæbrɪk	fabrics	N/A	نسيج القماش, قماش, بنية, بناء المجتمع, طراز البناء	织物, 布, 结构, 构造, 建筑物	Textilstoff, Stoff, Gewebe, Textilfaser; Konstruktion, Struktur, Bau, Gebilde, Gefüge	ύφασμα, οικοδόμημα, στόφα, πανί	cloth made of woven threads; textile, weave; structure, framework; construction	tissu; contexture; structure; cadre, châssis; bâtiment	(Tess) stoffa, tessuto; struttura, composizione; edificio, fabbricato	織物; 生地; 織り方	천, 직물; 구조, 틀; 건축물	stof, materiaal, weefsel	tecido, pano; fabricação; estrutura; trama; construção	ткань, материя, материал; структура, строение, устройство; изделие, фабрикат, сооружение	tela, tejido	tyg; textil, vävnad; fabrikat; struktur; konstruktion; byggnad	โครงสร้าง โครงสร้างของสิ่งที่เป็นรูปธรรม เช่น โครงสร้างของสังคม	kumaş, bez, dokuma, yapı, çatı, inşa, bünye
facet	n.	24186	23422	fˈæsət	facets	feature part factor side quality issue surface side aspect facade component face	السطيح مسطح صغير, وجيه, نتوء, عدسة قرنية	(多面体的)面, 方面, 琢面	Facette; Aspekt; Seite	πλευρά αδαμάντος, όψη, όψη προβλήματος	one of the cut and polished surfaces of a gemstone; aspect, side (i.e. of a situation)	facette; côté taillé, poli d'un diamant, d'une pierre; côté	sfaccettatura; lato, aspetto	面; 一面（状況など）	보석의 절단해서 광을 낸면; 한 면(상황의)	facet, kant; oppervlak	observação, lado, face; faceta (de cristal, de pedra preciosa)	грань, фаска, аспект, фасетка, фацет	faceta; aspecto; cara de un poliedro, superficie de un poliedro	fasett, aspekt, sida; sida hos kub, polerad sida (hos diamant, hos sten)	N/A	faseta, elmasın yontulmuş yüzü, yön, taraf, görünüş
facilitate	v.	8956	5621	fəsˈɪlətˌeɪt	facilitates facilitated facilitating	N/A	سهل, ساعد, يسر, بسط	N/A	erleichtern, helfen voranzukommen, fördern, mit Leichtigkeit erbringen	ευκολύνω, διευκολύνω	make easy, assist forward, promote, expedite	faciliter; promouvoir	facilitare, agevolare	容易にする; 促進する	용이하게 하다, 촉진하다, 조장하다, 돕다	makkelijk maken, mogelijk maken, vooruit gaan, vereenvoudigen	facilitar, auxiliar o progresso de-, causar o avanço, apoiar, tornar mais fácil o alcance de-	облегчать, способствовать, содействовать, продвигать	facilitar, agilitar, agilizar, posibilitar, simplificar	underlätta, förenkla, befordra, främja	N/A	kolaylaştırmak, rahatlatmak, hafifletmek, olanak tanımak
factorial	n.	110995	46178		N/A	N/A	N/A	阶乘	Faktorprodukt (Mathematik)	N/A	total of an integer when multiplied by all lower positive integers (Mathematics)	factoriel (mathématique)	(Mat) fattoriale	連乗積（数学）	대리상의, 계승	grootste gemene deler (in wiskunde)	fatorial (Mat.)	факториал	factorial	faktorial (matematik-produkten av ett helt tal och alla lägre hela tal - ex. faktorial 5 är produkten av 1x2x3x4x5)	N/A	N/A
faculty	n.	6707	1560	fˈækəlti	faculties	N/A	قابلية, قدرة, ملكة عقلية, كلية فرع من جامعة, قوة, ملكة, صلا حية	才能, 能力, 全体教员, (大学的)系	Vermögen, Fähigkeit; Begabung; Abteilung; Fakultät (Universität)	δύναμη, ικανότητα, σχολή, ιδιότητα, καθηγητικό σώμα	ability; aptitude; sense; skill, talent; capability; department; teaching staff; teaching and administrative force of a university	capacité, aptitude; aptitude mentale; sens; habileté; pouvoir; département; corps enseignant; section	facoltà, capacità, abilità; (am; Univ) corpo insegnante; senato accademico; classe; (Rel) dispensa	能力; 才能; 感覚; 技能; 力量; 機能; 学部; 指導陣; 大学の指導力と管理能力	능력; 태도; 감각; 기술, 재능 ;기능; 학부, 과; 교사진; 대학의 교수와 행정업무를 맞고 있는 전교직원	gave, talent; vermogen; faculteit, wetenschappelijk personeel	faculdade; aptidão; potência; capacidade; eficiência; poder	способность, дар, дарование; власть, право; факультет	facultad, aptitud, arbitrio, autoridad, derecho, poder, potestad; habilidad	förmåga; mental förmåga; sinne; talang; duglighet; fakultet; kår, kollegium	คณะ	yetenek, kabiliyet, beceri, allah vergisi, yeti, fakülte, ayrıcalık, imtiyaz, yetki, yapma özgürlüğü
fatigue	n.	13118	10054	fətˈig	fatigues fatigued fatiguing	weakness weariness tiredness exhaustion	ملل, تعب, إجهاد, إعياء, نصب كد أو عناء, سخرة	疲乏, 疲劳	Müdigkeit, Erschöpfung; Arbeitsdienst, Dienst	κόπος, κούραση	weariness, tiredness; extra work assigned to a soldier (Military)	fatigue; corvée; travaux	stanchezza, fatica; lavoro faticoso; (Mil) corvè	疲労; 骨折り仕事; 雑役（軍）	피로, 지침; 군대 잡역, 군인에게 주어지는 여분의 일 ( 군대)	moeheid; vermoeidheid; militaire toerbeurt, militaire werkkleding; dienst	cansaço, fatiga; guarda militar em turnos, trabalhos	утомление, усталость, утомительность, утомительная работа, рабочая команда, нестроевой наряд	fatiga, candinga, cansancio, cansera, desánimo, extenuación, fatigación, lasamiento; uniforme de fatiga, traje de fatiga	trötthet, utmattning; handräckningstjänst (militären), handräckning	N/A	yorgunluk, bitkinlik, tükenmişlik, dayanıklılığını yitirme, angarya
