英単語,訳,発音,英語の意味,解説,用例,用例・訳
electronically,【副】電子的に；電子工学的に；電子装置を用いて,ɪˌlɛkˈtrɑnɪkəli,to do something using electronics,"【副】電子的に；電子工学的に；電子装置を用いて
","Therefore, we try to persuade people not to have cash, to have money electronically transferred.",ですから私たちは、社員が現金ではなく、エレクトロニクスによる振替でお金を受け取るよう、説得に努めているのです。
elevate,"【動/他】《AからBに》（人）を昇進させる《from A to B》；《Aに》...を上げる,の程度を高める《to A》；を向上させる,高める",ˈɛləˌveɪt,to raise or make higher,"【動/他】《AからBに》（人）を昇進させる《from A to B》
《A（ある高さ）に》...を上げる,の程度を高める《to A》
（知的・精神的に）...を向上させる,高める","Pretty soon, there was an elevated train going back and forth just above the small village.",そのうち、小さな村落の真上を高架線が行ったり来たりするようになりました。
elevator,エレベーター,ˈɛləˌveɪtər,a machine that takes people to different floors in a building,"《米》『エレベーター』,昇降機(《英》lift) 
(揚げ下ろしの設備のある)穀物倉庫 
(飛行機の)昇降舵(だ)",He took the elevator to the 5th floor.,彼は五階までエレベーターに乗った。
enthusiasm,熱意,ɪnˈθuziˌæzəm,the act of being excited about something,"(…に対する)『熱中』,『熱狂』,熱意《+『for』(『about』)+『名』》",He is alive with enthusiasm.,彼は熱意に燃えている。
enthusiast,熱狂者,ɛnˈθuziˌæst,"a person who is crazy about something, e.g. a sports enthusiast",…狂;(…に)熱中している人《+『about』+『名』》,He is much more of a golf enthusiast than I am.,私はあなたよりずっとゴルフ狂だ。
enthusiastic,熱心な,ɪnˌθuziˈæstɪk,to show excitement for something,"『熱狂的な』,熱烈な",He always stands off when people are enthusiastic.,彼は人々が興奮しているときにはいつも離れている。
enthusiastically,熱狂的に,ɪnˌθuziˈæstɪkli,to do something with excitement and energy,熱狂的に,"In 1927 Abel Gance exclaimed enthusiastically:
","1927 年 に アベル ・ ガン ス は 熱意 的 に こう 語っ た 。
"
evident,"【形】（証拠に基づいて）明白な,はっきりした,明らかな",ˈɛvədənt,to be clear or obvious,"【形】 （証拠に基づいて）明白な,はっきりした,明らかな
《It is ~ that ...》 …ということは明らかだ","She was from Kyoto, as was evident from her accent.",彼女は京都出身だった、そのことは彼女の発音から分かった。
exceptional,【形】例外の；まれな；非常にすぐれた,ɪkˈsɛpʃənəl,beyond excellent,"『例外の』,まれな 
非常にすぐれた",He showed exceptional ability in mathematics.,彼は数学に優れた能力を示した。
excessive,"【形】過大な,度を越した",ɪkˈsɛsɪv,way too much of something,"『度を越した』,過度の,極端な",A man is never so on trial as in the moment of excessive good fortune.,男は幸運の絶頂にあるときくらい試練の場に立たされている時はない。
exclusive,排他的,ɪkˈsklusɪv,only available to a certain group,"『除外する』,排他的な;相いれない;(人が)打ち解けない 
入会に制限のある,選ばれた人のための 
《名詞の前にのみ用いて》『独占的な』,専用の 
完全な,全くの 
《話》(商品・ホテルなどが)高級な,一流の 
(新聞の)独占記事 
(特定の品の)独占商品",his wealth was not a passport into the exclusive circles of society,彼の富は、社会の独占的な環へのパスポートではなかった
exclusively,排他的に,ɪkˈsklusɪvli,offered only to a certain group,"排他的に,独占的に;全く(solely)",until 1980 Kaposi's sarcoma occurred almost exclusively with Jewish or Italian or black men,1980年まで、カポジ肉腫を発症するのは、ユダヤ人、イタリア人、黒人にほぼ限られていた
explorer,冒険者,ɪkˈsplɔrər,a person who travels to unknown places,探検家,"Sensho FUJII (April 4, 1859 - June 6, 1903) was a Japanese religious figure and explorer.
","藤井宣正（ふじいせんしょう、安政6年3月2日_(旧暦)（1859年4月4日）-1903年6月6日）は、日本の宗教家・探検家。
"
fabric,布；布製の；基本構造；基礎,ˈfæbrɪk,"material, cloth","〈C〉〈U〉『織物』,編物 
〈U〉織り方;織地 
〈U〉構造,組織 
〈U〉構造物,建造物",I'd like to have this fabric dyed.,この織物を染めて欲しいのです。
facilitate,容易にする；促進する；助長する,fəˈsɪləˌteɪt,to help or make easier,"…‘を'容易にする,楽にする,助ける,促進する",The washing machine facilitates my housework.,洗濯機のおかげで私の家事が楽になる。
faculty,学部,ˈfækəlti,an instructor or professor at university,"〈C〉(…の)『才能』,能力《+『for』(『of』)+『名』(do『ing』)》 
〈C〉(身体器官の)『機能』(function);(精神的)能力・〈C〉(大学の)『学部』 
(大学の学部の)『教授団』・(大学の)全教職員",He has an extraordinary faculty for mathematics.,彼は並外れた数学の才能を持っている。
flavor,味,ˈfleɪvər,"the taste of something, e.g. sweet, sour","(独特の)『風味』,味 
味つけするもの,調味料 
特質,味わい 
(…で)…‘に'『味をつける』《+『名』+『with』+『名』》",Please add lemon flavor to the tea.,紅茶にレモンの風味を加えて下さい。
flexibility,柔軟性,ˌflɛksəˈbɪləti,the ability to adapt or change easily,"柔軟性,しなやかさ;適応性,融通性",Lack of flexibility is an obstacle to one's progress.,柔軟性の欠如は進歩の障害となる。
formally,【副】正式（公式）に；礼儀正しく；堅苦しく,ˈfɔrməli,officially,"【副】正式に；公式に
形式的に；形式上；
礼儀正しく；儀式ばって；堅苦しく
《哲学》形相的に",the club will be formally recognized,クラブは、正式に認められるでしょう
foster,育む；伸ばす；助長する,ˈfɑstər,to promote or bring about,"〈里子など〉‘を'『養育する』,〈病人など〉‘の'世話をする 
〈親善関係・理解など〉‘を'促進する,〈才能・興味など〉‘を'助長する(promote) 
…‘を'心に抱く(cherish) 
育ての,里親の",He adopted a war orphan and is bringing her up as a foster daughter.,彼は戦災孤児をひきとって養女として育てています。
founder,創業者,ˈfaʊndər,someone who starts a business or organization,"創設者,設立者","and of which the MIT Anime Club founder is an alumnus.
","また MIT アニメ クラブ 創始 者 は 、 この テキサス大 オースチン 校 アニメ クラブ の OB で も ある 。
"
generous,寛容な,ˈʤɛnərəs,to give willingly and freely,"『気前のよい』;『心が大きい』,『寛容な』 
大きい;豊富な,十分な",He is generous with his money.,彼は金使いに気前がよい。
goods,品,gʊdz,resources or things bought or sold,"(不動産以外の)財産,(金・証券以外の)動産 
『商品』,品物 
《米》反物,織物 
《英》(鉄道で運ばれる)貨物",The weather outlook for tomorrow is not good.,明日の天気は良くなるだろう。
graduation,卒業,ˌgræʤuˈeɪʃən,the ceremony upon finishing a degree or program,"〈U〉『卒業』(《英》では大学の卒業に限る) 
〈C〉《米》卒業式 
〈C〉(計器などの)目盛リ,度盛リ",The student council discussed plans for the graduation.,生徒会は卒業式の計画について話し合った。
graphic,生々しい；詳細な；画像の；画像；図表,ˈgræfɪk,to do with a picture or image,"(描写が)絵を見るような,生き生きとした(vivid) 
グラフで表した,図表を用いた 
文字の;書画(彫刻)の","Frankly speaking, this 'on board' means ""doesn't have a graphics card"".",このオンボードというのは平たく言えば「グラフィックカードがついていない」ものだ。
graphics,作画；画像処理；画像データ；挿絵,ˈgræfɪks,images or pictures,"《単数扱い》製図法 
《複数扱い》=graphic arts","Frankly speaking, this 'on board' means ""doesn't have a graphics card"".",このオンボードというのは平たく言えば「グラフィックカードがついていない」ものだ。
hazard,危険,ˈhæzərd,something that is dangerous,"危険,冒険;(…にとっての)危険物《+『to』+『名』》 
(ゴルフや障害レースの)障害物 
〈生命・財産など〉‘を'危険にさらす 
…‘を'思い切ってする(言う)","I explained,  ""Yes.  I didn't like to have you treat me and expected to pay this back at all hazard, but as I think about it, I would rather have you treated me after all; so I'm going to take it back.""
","うん おれ は 君 に 奢 （ おご ） られる の が 、 いや だっ た から 、 是非 返す つもり で い た が 、 その後 だんだん 考え て みる と 、 やっぱり 奢っ て もらう 方 が いい よう だ から 、 引き込ま すん だ と 説明 し た 。
"
