英単語,訳,発音,英語の意味,解説,用例,用例・訳
liable,法的責任がある,ˈlaɪəbəl,legally responsible for something,"(法律的に)責任(義務)のある 
《『be liable to』+『名』》(病気などに)『かかりやすい』 
《『be liable to』 do》(性質・習慣などにより)…しがちである,しやすい;《話》…しそうな,たぶん…する",We are liable to get a storm before the day is out.,今日中にでも嵐が来そうだ。
logical,論理的な,ˈlɑʤɪkəl,sensible; reasonable,"論理学の 
論理的な 
(論理上)必然の,不可避の",the logical clearness of her arguments...condemned her as eccentric and unwomanly,彼女の議論の論理的な明確さによって…彼女は風変わりで女らしくないとして非難された
magnetic,磁気の,mægˈnɛtɪk,"having the properties of a magnet, being able to attract.","磁石の;磁気の(による,を帯びた) 
人を引き付ける,魅力のある",She has a magnetic personality.,彼女は魅力的な人柄である。
manipulate,操作する,məˈnɪpjəˌleɪt,to control something or someone,"〈道具類〉‘を'巧みに扱う(動かす),〈言葉〉‘を'うまく使う 
〈人・世論など〉‘を'巧みに操る,〈問題など〉‘を'うまく処理する(maneuver) 
(自分の利益のために)…‘を'ごまかす,小細工する",It's being manipulated by investors trying to make it rich.,儲けようとする投機筋に操られているのです。
manipulation,操作,məˌnɪpjəˈleɪʃən,the act of controlling something or someone,"(…の)巧妙な扱い,操作《+『of』+『名』》 
(自分の利益のための)ごまかし,小細工","After some manipulation he managed to get the bunch between the heels of his mittened hands.
","何 度 か やっ て いる うち に 、 ミトン に くるま れ た 両手 の 付け根 の 間 に 、 なんとか マッチ の 束 を はさみこん だ 。
"
manual,手引書；マニュアル,ˈmænjuəl,needing the use of physical strength or work; a book of information or instructions,"手でする,手細工の 
便覧,手引き,案内書 
(オルガンの)けん盤",She is reading a manual on gardening.,彼女は園芸の入門書を読んでいる。
marginal,"【形】取るに足りない,小さな；限界の,ぎりぎりの；限界収益点の：欄外の ；縁の,へりの ",ˈmɑrʤənəl,very small; on the edge; not important,"【形】取るに足りない,小さな
限界の,ぎりぎりの,かろうじて要件を満たす 
かろうじて帳じりの合う,限界収益点の 
《名詞の前にのみ用いて》余白に書いた,欄外の 
縁の,へりの 
【名/C】激戦の選挙区


",marginal industries,取るに足らぬ産業
mechanic,機械工,məˈkænɪk,a person who looks after machinery,"『機械工』,職工",A skilled mechanic earns decent wages.,熟練した機械工はかなりの賃金を稼ぐ。
mechanical,"【形】機械の,道具の；機械仕掛けの；機械向きの；機械的な,自動的な【名/C】（機械･車の）可動部分",məˈkænɪkəl,using or having to do with machines,"【形】『機械の』,道具の;機械(道具)を必要とする 
機械仕掛けの,機械操作の,機械製の 
機械に適した,機械向きの;(人・行動などが)機械的な,自動的な
【名/C】（機械･車の）可動部分",ODS super alloy is produced by the mechanical alloy method following powder metallurgy.,ＯＤＳスーパーアロイは粉末冶金技術を伴うメカニカルアロイ法により製造されます。
media,メディア；マスコミ,ˈmidiə,"means of communication (tv, newspapers, internet)",mediumの複数形,"Put the lid on and start at high flame, when it boils set to medium flame and boil for about seven minutes.",ふたをして始めは強火、沸騰したら中火にして約７分間煮ます。
merge,合併する,mɜrʤ,to cause two or more things to become combined into one,"〈会社・組織が〉合併する,合体する;(…と)合併する《+『with』+『名』》 
(…に)溶け込む,しだいに変わる《+『into』(『in』)+『名』》 
〈会社・組織〉‘を'合併する,合体する;(…と)…‘を'合併する《+『名』+『with』+『名』》","`All your other hopes have merged into the hope of being beyond the chance of its sordid reproach.
","「 貴方 の 他 の 希望 は 、 そう 云う 世間 の さもしい 非難 を 受ける 恐れ の ない 身 に なろ う と 云う 希望 の 中 に 、 こと ごと 皆 呑み込ま れ て しまっ た ん です ね 。
"
methodology,【名/U/C】方法論,ˌmɛθəˈdɑləʤi,system of practices or techniques to show how to do tasks,【名/U/C】《かたく》方法論；手順,"Moreover, they underscored the need for providing policy relevant ready-to-use scientific results and methodology.",さらに、即戦力となる政策関連の科学的成果や手段の提供が必要であると強調した。
migrate,移動する; 移住する,ˈmaɪˌgreɪt,to move from place to another to live or work,"(…から…へ)移住する《+『from』+『名』+『to』+『名』》 
(季節に応じ定期的に)〈鳥・動物が〉移動する,渡る",The swans migrate from here to Florida.,白鳥は当地からフロリダに移動する。
migration,移動；移住,maɪˈgreɪʃən,the process by which people or animals move to another place,"〈U〉〈C〉移住,(動物の)移動 
〈C〉《集合的に》(人・動物などの)移動の群",Hanson is wrong when he states international economic developments led to great migrations of labour in the seventeenth century.,１７世紀に国際経済論の発展が労働力の大移動を導いたとハンセンが述べているが、これは誤りである。
missile,ミサイル,ˈmɪsəl,"a weapon, usually thrown, shot or launched","『ミサイル』,ロケット弾 
《文》飛び道具(石,矢,投げやりなど)",The angry crowd threw missiles at the police.,怒った群衆は警官隊に物を投げつけた。
mobility,"【名/U】可動性,流動性,変わりやすさ；（軍隊の）機動力",moʊˈbɪləti,the ability to move,"【名/U】可動性,流動性,変わりやすさ
（軍隊の）機動力","The mobility, lightness, storage of arrows, the ease to pull them out to load and so on.
","携帯性や軽量化や矢の収納や取り出しやすさなど。
"
modification,変更,ˌmɑdəfəˈkeɪʃən,"a small change to a machine, system, or plan","〈棟〉修正,変更)した(された)もの 
〈U〉〈C〉(文法で)修飾",the neighborhood had undergone few modifications since his last visit years ago,数年前に彼が訪れて以来この近隣は少しも変っていない
molecular,分子の,məˈlɛkjələr,about or caused by molecules,"分子の,分子による",the focus of activity shifted to molecular biology,活動の中心は分子生物学に移った
molecule,分子,ˈmɑləˌkjul,two or more atoms chemically combined,"分子《略》『mol』) 
(一般に)(…の)微量《+『of』+『名』》",A water molecule has two hydrogen atoms and one oxygen atom.,水分子は、２個の水素原子と１個の酸素原子からなる。
morality,道徳；倫理,məˈræləti,beliefs or ideas about what is right and wrong,"〈U〉道徳,倫理;道徳学,倫理学 
〈U〉道徳性 
〈U〉品行 
〈C〉教訓;寓意",Today we are going to discuss this problem in terms of morality.,今日私達は道徳の点からこの問題について話し合うつもりです。
mortality,死亡率,mɔrˈtæləti,the quality or state of being human and being able to die,"〈U〉死を免れぬこと,死ぬべき運命 
〈U〉《時にa~》死亡数;死亡率 
〈U〉《時にa~》(戦争などによる)多数の死","The mortality rate reached 22% of its population.
","人口に対する死亡率は22%に達した。
"
motive,"【名/C】《Aの》動機,誘因,目的《for / of A（doing）》 【形】運動の；運動を起こす；動機となる；行動を促す",ˈmoʊtɪv,a reason for doing something,"【名/C】《Aの》動機,誘因,目的《for / of A（doing）》 
=motif 
【形】運動の；運動に関する；運動を起こす；動機となる；行動を促す",She is acting from some selfish motive.,彼女は何か利己的な動機で行動している。
myth,神話,mɪθ,a popular belief that is false or unsupported by fact,"〈C〉(個々の)『神話』,神代物語;〈U〉《集合的に》神話 
〈C〉神話的な人(物・事) 
〈C〉作り話,伝説;(…という)作り話《+『that節』》",He wrote a novel based on ancient myths.,彼は古代神話に基づく小説を書いた。
naked,裸の,ˈneɪkəd,not wearing any clothes; without covering,"(体の全部,または一部が)『裸の』 
『はぎ取られた』,むき出しにされた 
(目が)肉眼の,裸眼の 
《名詞の前にのみ用いて》(事が)赤裸裸の,あからさまの",During the orgy Megumi ran naked round the lawn.,乱交パーティーの中で、めぐみはすっぱだかで芝生を走り回った。
neutral,中立の,ˈnutrəl,not involved; without strong feeling; without electrical charge; not acidic or akaline,"『中立の』;中立国の 
『公平な』,不偏不党の 
(人・物が)特色のはっきりしない;(色が)はっきりしない,くすんだ 
(酸性でもアルカリ性でもない)中性の 
(電気が)中性の,(物体が)帯電していない 
(自動車などのギアが)ニュートラルの 
(文法で)中性の 
〈C〉(戦争・論争などで)中立の人;中立国民;中立国 
〈C〉くすんだ色,灰色 
〈U〉(自動車などのギヤの)ニュートラル(動力のかかっていない状態・位置)",A neutral country was asked to help settle the dispute.,中立の国がその論争の解決に貢献する事が求められていた。
