英単語,訳,発音,英語の意味,解説,用例,用例・訳
drop,落とす,drɑp,To let something fall from your hand,"〈しずくが〉『したたる』,垂れる《+『down』》 
〈物が〉『落ちる』,落下する《+『down』》 
〈人が〉『ばったり倒れる』,崩れ落ちる 
『下落する』,減少する《+『off』(『away』)》 
終わる,やめになる 
《副詞[句]を伴って》引き離される,落後する 
(…から)手を引く,やめる《+『from』(『out of』)+『名』》 
(…に)ちょっと立ち寄る,(…を)ひょっこり訪ねる《+『in』(『by,over,round』)『at』(『on』)+『名』》 
…‘を'『したたらせる』,垂らす 
(…へ)…‘を'『落とす』,落下させる《+『名』+『into』(『on』)+『名』》 
…‘を'降ろす,下げる 
…‘を'減少させる 
…‘を'漏らす,ふと口にする 
〈人〉に〈短い手紙・伝言〉‘を'送る 
《話》…‘を'なぐり倒す,撃ち落とす 
《話》《副詞[句]を伴って》〈人〉‘を'乗り物から降ろす 
(…から)〈ある音・文字〉‘を'落とす,抜かす,省く《+『名』+『from』+『名』》 
〈人〉‘と'関係を絶つ;〈問題など〉‘を'打ち切る 
…‘を'やめさせる;(…から)…‘を'追い出す《+『名from』+『名』》 
(ばくちなどで)〈金〉‘を'なくす 
〈C〉(…の)『しずく』,したたり《+『of』+『名』》 
〈C〉(液体・事物の)少量,微量《+『of』+『名』》 
〈C〉あめ玉,ドロップ 
《a ~》落下,降下(fall);落下距離 
《a ~》(…の)下落,減少《+『in』+『名』》 
《複数形で》点滴薬 
《話》《a ~》少量の酒 
〈C〉《おもに米》(郵便箱などの)落とし口,差し入れ口","Please, by all means, drop in when you go shopping.",お買い物にお越しの際には是非、お立ち寄りください。
drug,薬,drʌg,chemical used as a medicine,"『薬』,薬品,薬剤 
『麻薬』,麻酔剤 
〈人〉‘に'薬(特に麻酔剤)を与える 
〈飲食物〉‘に'(麻酔薬・毒薬などの)薬を混ぜる",Many American parents encourage their sons to play football to keep them away from drugs.,米国の親の中には、息子を麻薬に近づけないためにフットボールを勧めるものが多い。
dry,乾いた,draɪ,Without water; not wet,"『乾いた』,乾燥した 
『雨の降らない』,日照り続きの 
水のかれた,干上がった 
(家畜などが)乳の出ない 
涙の出ない 
液状でない,固形の 
のどが乾く,のどが乾いた 
(パンが)バター(ジャム)などのついていない;(パン・ケーキが)古い,固くなった 
ありのままの,飾りけのない,そっけない 
(ユーモア・皮肉などが)さりげない 
(ぶどう酒などが)辛口の 
禁酒の,禁酒法実施の 
…‘を'『乾かす』《+『名』+『up,』+『up』+『名』》 
(手ぬぐい・ハンカチなどで)〈手・足など〉‘を'ぬぐう,ふく《+『名』+『with』(『on』)+『名』》 
(保存のために)〈食物〉‘を'乾燥させる 
『乾く』,〈水が〉かれる《+『up』(『out』)》","The down of chicks that have just hatched is damp, but after two hours it dries out and becomes fluffy.",孵化後まもないヒナは、産毛が濡れていますが、２時間もすると乾いてフワフワになります。
during,"（特定の期間･出来事･行為など）の間じゅう,の間を通して, …の間に",ˈdʊrɪŋ,At some point in the course of an event or thing,"(ある期間)『の間ずっと』,…の間じゅう 
(しばらく続く時間・期間)の間[のある間]に,…中に",Kamui no Ken was a sort of samurai/ninja story set during the transition of the fall of the Tokugawa Shogunate and the re-establishment of Japan under the Emperor Meiji in 1868.,『カムイの剣』は、1868年の徳川将軍時代の崩壊と、明治天皇下での日本の復興という変革期を舞台にした、一種の侍/忍者物語だ。
each,各；1つ1つの,iʧ,Every one of two or more things,"『おのおのの』,『めいめいの』,各… 
『各自』,おのおの,めいめい 
めいめい[に],それぞれ",We really get on and often go to each other's place.,私たちはとっても仲良しでお互いの家をよく行き来する仲でした。
ear,耳,ir,Thing on either side of your head that you hear with,(麦・とうもろこしなどの)穂,She closed her ears to what he was saying.,彼女は彼の言うことに耳を貸さなかった。
early,早い；初期の,ˈɜrli,Happening sooner than expected,"(時間・時期が)『早い』,『初期の』 
昔の 
(普通より,予定より)早い 
近い将来の 
(時間・時期的に)『早く』 
(予定・ふだんより)早く",We drew lots to decide who would go first at the early morning reception desk.,早朝の受付でクジを引いて順番を決めた。
earth,地球,ɜrθ,the planet we live on,"《the~,時に[the]E-》『地球』 
〈U〉(天,空に対して)『地』,地面 
〈U〉『土』(soil) 
《the~》世界;全世界の人々 
〈C〉土(ど)類(金属酸化物) 
〈C〉《英》アース,接地[線] 
〈C〉《おもに英》(キツネなどの)穴 
〈植物〉‘に'土をかぶせる《+『op』+『名』》 
《英》…‘に'アース線をつなぐ;…‘を'アースする(《米》ground)",God is the creator. Heaven and Earth and people and everything apart from God are created.,神は創造者です。天も地も人も、神以外は全て被造物です。
easily,簡単に,ˈizəli,without difficulty,"『容易に』;すらすらと;気楽に 
《比較級・最上級を強めて》疑いなく,断然",Wooden buildings catch fire easily.,木造建築物は火がつきやすい。
east,東,ist,The direction where the sun rises,"《the~》『東』;(…の)東方,(…の)東部《+『of』+『名』》 
《the East》『東洋』(the Orient) 
《the East》《米》東部地方 
『東の』,東方の,東部の;東からの 
『東に』,東方へ",He has never really got over malaria he caught in the East during the war.,彼は戦争中に東洋でかかったマラリアから、本当に回復してはいなかった。
easy,簡単な；ゆったりした,ˈizi,Not hard to do; not difficult,"(事が)『容易な』,骨の折れない 
『心配のない』,気楽な 
寛大な,甘い 
(速度などが)ゆるやかな;(衣服などが)ゆったりした 
楽々と;のんきに","MPEC-4 AVC recording practical test: It was always easy to use, now the picture and sound quality is high too.",MPEG-4 AVC録画の実地テスト：使いやすさはもとより、画質・音質の実力も高い。
eat,食べる,it,to put food in your mouth,"…‘を'『食べる』;〈食事〉‘を'する;〈スープ〉‘を'飲む 
…‘を'常食にする(進行形にできない) 
〈金属〉‘を'腐食する;〈水,水の流れが〉…‘を'浸食する《+『away』+『名,』+『名』+『away』》 
〈穴など〉‘を'腐食(浸食)してあける 
『食べる』,食事をする","I don't lose my appetite when I get stressed, rather I can't calm down unless I eat something.",私はストレスがたまると食欲がなくなるのではなく、逆に何か食べないと気が済まなくなる。
edge,端；ふち,ɛʤ,boundary of a surface,"〈C〉『縁』,『端』;(峰などの)背 
〈C〉(刃物の)『刃』;〈U〉(刃の)鋭利さ 
〈U〉(欲望などの)強さ,激しさ 
(…で)…‘に'『へり』(『縁』)『をつける』《+『名』+『with』+『名』》 
《副詞[句]を伴って》…‘を'徐々に(注意深く)動かす 
〈ナイフなど〉‘を'研ぐ 
〈声・感覚など〉‘を'研ぎ澄ます 
(相手)‘に'小差で勝つ 
横ざまに進む 
じりじり進む",Many Japanese irises were flowering prettily on the lake's edge.,池のほとりに花ショウブが綺麗に咲いていました。
educate,教育する,ˈɛʤəˌkeɪt,to teach someone in a school or college,"…‘を'『教育する』,教え込む","All educated Americans, first or last, go to Europe.",全ての教養あるアメリカ人は最初かまたは最後にヨーロッパに行く。
educational,教育の,ˌɛʤəˈkeɪʃənəl,Intended to teach or inform,"教育の,教育に関する 
教育的な,教育のための",His poor educational background was not a bar to his advancement.,貧しい学歴が彼の出世の妨げとはならなかった。
egg,卵,ɛg,hard-shelled thing from which a young bird is born,〈人〉‘を'扇動(激励)する;〈人〉‘を'そそのかして…させる《+『名』+『on to』 do》,What should you feed killifish that have just hatched from their eggs?,卵から孵化したてのメダカにはどのようなえさをあげればよろしいでしょうか？
eight,8,eɪt,8,"〈C〉(数の)8;8の記号(18,VIIなど) 
〈U〉8時,8分;8歳 
〈U〉《複数扱い》8人,8個 
〈C〉八つ(8人,8個)一組のもの;8人のボート選手 
〈C〉(カードの)8の札;〈U〉(スケートの)8字形[滑走](the figure of eight) 
8の;8人の 
8個の;《補語にのみ用いて》8歳で",A man who has knowledge of a secret weapon has placed himself behind the eight ball.,秘密兵器の知識がある人は、我が身を危険な立場に置いている。
eighteen,18,eɪˈtin,18,"〈C〉(数の)18;18の記号(18,XVIIIなど) 
〈U〉(24里間制で)18時,18分;18歳 
〈U〉《複数扱い》18人,18個 
〈C〉18(18人,18個)一組のもの 
『18の』,18人の,18個の 
《補語にのみ用いて》18歳で",She came up to Tokyo at eighteen.,彼女は１８歳のときに上京した。
eighty,80,ˈeɪti,80,"〈C〉(数の)『80』,80の記号(80,LXXXなど) 
〈U〉80歳 
〈U〉《複数抜い》80人,80個 
《the eighties》(世紀の)80年代; 
『80の』,80人の,80個の;《補語にのみ用いて》80歳で","Though he is over eighty, he is still healthy.",彼は８０歳を超えているが、まだ元気だ。
either,どちらか,ˈiðər,one of two (used when there is a choice of two),"(二つのうちの)『どちらかの』;どちらでも,どちらの…も 
(2者のうちの)『どちらか一方』;『どちらでも』 
…『か』…『か』(どちらか);…『も』…『も』(どちらも) 
…『もまた』[…ない],…と同じ程度に[…ない]","I've never studied scientific philosophy, so I haven't read about Caveilles either.",科学哲学を勉強したことがないのでカヴァイエスについても読んだことがない。
else,その他に；さもないと,ɛls,otherwise; if you fail to...,"『そのほかに』,それ以外に 
《or elseの形をとり接続詞的に》『さもないと』,そうでないと(otherwise)","Even if it was somebody else who made her happy, as long as she is happy, that's fine.",他の誰かが彼女を幸せにしたとしても彼女が幸せなら、それで良い。
elsewhere,どこか他の所で,ˈɛlˌswɛr,In or to another or different place,"『どこかよそに』,ほかの所で(somewhere else)",I can't find my notebook here; I must have put it elsewhere.,ここにノートを置いておいたのに。どこか別の場所に置いたのかしら。
employ,雇う,ɛmˈplɔɪ,To pay a person to work for you; to give a job to,"《しばしば受動態で》(…として)〈人〉‘を'『雇う』(hire)《+『名』+『as』+『名』》 
《文》(…として)〈物・能力など〉‘を'『使う』(use)《+『名』+『as』+『名』》 
《文》(…に)〈時間・精力など〉‘を'『費やす』,〈自分〉‘の'身をささげる《+『名』+『in』(『for, on』)+『名』(do『ing』)》 
(…の)雇用《+『of』+『名』》",It has become common practise to employ foreigners working abroad from Asian countries as maids.,アジア諸国などから出稼ぎにきた外国人をメイドとして使うのが常識のようになっている。
employee,従業員,ɛmˈplɔɪi,person who works for someone else for payment,"『雇い人』,従業員",He is getting along well with his employees.,彼は自分が雇っている人達と仲よくやっている。
employer,雇用主,ɛmˈplɔɪər,person or firm that hires workers,"『雇い主』,雇用者",They negotiate with their employer about their wages.,彼らは賃金のことで雇い主と交渉する。
employment,雇用,ɛmˈplɔɪmənt,act of employing someone,"〈U〉(人の)『雇用』 
〈U〉(物・能力・時間の)使用《+『of』+『名』》 
〈U〉〈C〉『職』,職業,仕事",He has been without employment for a month.,彼はこの１カ月仕事がない。
